,movie_id,directors,averagerating,numvotes,title,region,year,runtime_minutes,genres,production_budget,domestic_gross,foreign_gross,profit,roi
1051,tt1588173,Jonathan Levine,6.9,208709,Warm Bodies,DE,2013,98.0,Horror,30000000.0,66380662.0,48740946.0,85121608.0,2.8373869333333332
1051,tt1588173,Jonathan Levine,6.9,208709,Warm Bodies,DE,2013,98.0,Romance,30000000.0,66380662.0,48740946.0,85121608.0,2.8373869333333332
1052,tt1606378,John Moore,5.3,188383,A Good Day to Die Hard,US,2013,98.0,Action,92000000.0,67349198.0,236900000.0,212249198.0,2.3070565
1052,tt1606378,John Moore,5.3,188383,A Good Day to Die Hard,US,2013,98.0,Thriller,92000000.0,67349198.0,236900000.0,212249198.0,2.3070565
1053,tt1634003,Juan José Campanella,6.5,8197,Underdogs,AR,2013,106.0,Adventure,2500000.0,35017.0,1357632.0,-1107351.0,-0.4429404
1053,tt1634003,Juan José Campanella,6.5,8197,Underdogs,AR,2013,106.0,Animation,2500000.0,35017.0,1357632.0,-1107351.0,-0.4429404
1053,tt1634003,Juan José Campanella,6.5,8197,Underdogs,AR,2013,106.0,Family,2500000.0,35017.0,1357632.0,-1107351.0,-0.4429404
1054,tt1602613,Nicolas Winding Refn,5.7,100318,Only God Forgives,BR,2013,90.0,Crime,4800000.0,775849.0,3718711.0,-305440.0,-0.06363333333333333
1054,tt1602613,Nicolas Winding Refn,5.7,100318,Only God Forgives,BR,2013,90.0,Drama,4800000.0,775849.0,3718711.0,-305440.0,-0.06363333333333333
1062,tt1800241,David O. Russell,7.2,418221,American Hustle,IL,2013,138.0,Crime,40000000.0,150117807.0,107760487.0,217878294.0,5.44695735
1062,tt1800241,David O. Russell,7.2,418221,American Hustle,IL,2013,138.0,Drama,40000000.0,150117807.0,107760487.0,217878294.0,5.44695735
1063,tt1798709,Spike Jonze,8.0,467232,Her,PE,2013,126.0,Drama,23000000.0,25568251.0,22595564.0,25163815.0,1.0940789130434783
1063,tt1798709,Spike Jonze,8.0,467232,Her,PE,2013,126.0,Romance,23000000.0,25568251.0,22595564.0,25163815.0,1.0940789130434783
1063,tt1798709,Spike Jonze,8.0,467232,Her,PE,2013,126.0,Sci-Fi,23000000.0,25568251.0,22595564.0,25163815.0,1.0940789130434783
1064,tt1821549,Alexander Payne,7.7,105304,Nebraska,CA,2013,115.0,Adventure,12000000.0,17654912.0,7106448.0,12761360.0,1.0634466666666667
1064,tt1821549,Alexander Payne,7.7,105304,Nebraska,CA,2013,115.0,Comedy,12000000.0,17654912.0,7106448.0,12761360.0,1.0634466666666667
1064,tt1821549,Alexander Payne,7.7,105304,Nebraska,CA,2013,115.0,Drama,12000000.0,17654912.0,7106448.0,12761360.0,1.0634466666666667
1065,tt2914838,Hitoshi Matsumoto,6.1,2133,R100,DE,2013,99.0,Comedy,5500000.0,24956.0,0.0,-5475044.0,-0.9954625454545455
1065,tt2914838,Hitoshi Matsumoto,6.1,2133,R100,DE,2013,99.0,Drama,5500000.0,24956.0,0.0,-5475044.0,-0.9954625454545455
1066,tt1583421,Jon M. Chu,5.8,165536,G.I. Joe: Retaliation,VE,2013,110.0,Action,140000000.0,122523060.0,253217645.0,235740705.0,1.6838621785714285
1066,tt1583421,Jon M. Chu,5.8,165536,G.I. Joe: Retaliation,VE,2013,110.0,Adventure,140000000.0,122523060.0,253217645.0,235740705.0,1.6838621785714285
1066,tt1583421,Jon M. Chu,5.8,165536,G.I. Joe: Retaliation,VE,2013,110.0,Sci-Fi,140000000.0,122523060.0,253217645.0,235740705.0,1.6838621785714285
1067,tt1821694,Dean Parisot,6.6,148846,RED 2,FI,2013,116.0,Action,84000000.0,53262560.0,88244795.0,57507355.0,0.6846113690476191
1067,tt1821694,Dean Parisot,6.6,148846,RED 2,FI,2013,116.0,Comedy,84000000.0,53262560.0,88244795.0,57507355.0,0.6846113690476191
1067,tt1821694,Dean Parisot,6.6,148846,RED 2,FI,2013,116.0,Crime,84000000.0,53262560.0,88244795.0,57507355.0,0.6846113690476191
1068,tt1335975,Carl Rinsch,6.3,135754,47 Ronin,RU,2013,128.0,Action,175000000.0,38362475.0,113354340.0,-23283185.0,-0.13304677142857144
1068,tt1335975,Carl Rinsch,6.3,135754,47 Ronin,RU,2013,128.0,Adventure,175000000.0,38362475.0,113354340.0,-23283185.0,-0.13304677142857144
1068,tt1335975,Carl Rinsch,6.3,135754,47 Ronin,RU,2013,128.0,Drama,175000000.0,38362475.0,113354340.0,-23283185.0,-0.13304677142857144
1069,tt1322269,John Wells,7.2,79383,August: Osage County,RS,2013,121.0,Comedy,25000000.0,37738810.0,13000000.0,25738810.0,1.0295524
1069,tt1322269,John Wells,7.2,79383,August: Osage County,RS,2013,121.0,Drama,25000000.0,37738810.0,13000000.0,25738810.0,1.0295524
1070,tt5056454,Ricardas Marcinkus,6.1,35,Final Destination,XWW,2013,65.0,Documentary,23000000.0,53302314.0,58734556.0,89036870.0,3.871168260869565
1072,tt1572315,John Luessenhop,4.8,41784,Texas Chainsaw 3D,AR,2013,92.0,Horror,20000000.0,34341945.0,13324068.0,27666013.0,1.38330065
1072,tt1572315,John Luessenhop,4.8,41784,Texas Chainsaw 3D,AR,2013,92.0,Thriller,20000000.0,34341945.0,13324068.0,27666013.0,1.38330065
1074,tt2923554,Phil Giordano,8.0,5,Jumper,SG,2013,5.0,Biography,82500000.0,80172128.0,142468684.0,140140812.0,1.698676509090909
1074,tt2923554,Phil Giordano,8.0,5,Jumper,SG,2013,5.0,Documentary,82500000.0,80172128.0,142468684.0,140140812.0,1.698676509090909
1074,tt2923554,Phil Giordano,8.0,5,Jumper,SG,2013,5.0,Drama,82500000.0,80172128.0,142468684.0,140140812.0,1.698676509090909
1075,tt1343092,Baz Luhrmann,7.3,433165,The Great Gatsby,DE,2013,143.0,Drama,190000000.0,144840419.0,206200000.0,161040419.0,0.847581152631579
1075,tt1343092,Baz Luhrmann,7.3,433165,The Great Gatsby,DE,2013,143.0,Romance,190000000.0,144840419.0,206200000.0,161040419.0,0.847581152631579
1078,tt2852376,Amat Escalante,6.8,4379,Heli,HU,2013,105.0,Crime,1000000.0,0.0,552614.0,-447386.0,-0.447386
1078,tt2852376,Amat Escalante,6.8,4379,Heli,HU,2013,105.0,Drama,1000000.0,0.0,552614.0,-447386.0,-0.447386
1078,tt2852376,Amat Escalante,6.8,4379,Heli,HU,2013,105.0,Romance,1000000.0,0.0,552614.0,-447386.0,-0.447386
1079,tt1621039,Jimmy Hayward,5.9,20934,Free Birds,PL,2013,91.0,Adventure,55000000.0,55750480.0,54636592.0,55387072.0,1.0070376727272727
1079,tt1621039,Jimmy Hayward,5.9,20934,Free Birds,PL,2013,91.0,Animation,55000000.0,55750480.0,54636592.0,55387072.0,1.0070376727272727
1079,tt1621039,Jimmy Hayward,5.9,20934,Free Birds,PL,2013,91.0,Comedy,55000000.0,55750480.0,54636592.0,55387072.0,1.0070376727272727
1080,tt2345737,David Michôd,6.4,40576,The Rover,PL,2014,103.0,Action,8500000.0,1109199.0,2071053.0,-5319748.0,-0.625852705882353
1080,tt2345737,David Michôd,6.4,40576,The Rover,PL,2014,103.0,Crime,8500000.0,1109199.0,2071053.0,-5319748.0,-0.625852705882353
1080,tt2345737,David Michôd,6.4,40576,The Rover,PL,2014,103.0,Drama,8500000.0,1109199.0,2071053.0,-5319748.0,-0.625852705882353
1081,tt2357291,Carlos Saldanha,6.3,72209,Rio 2,PE,2014,101.0,Adventure,130000000.0,131538435.0,361307856.0,362846291.0,2.7911253153846154
1081,tt2357291,Carlos Saldanha,6.3,72209,Rio 2,PE,2014,101.0,Animation,130000000.0,131538435.0,361307856.0,362846291.0,2.7911253153846154
1081,tt2357291,Carlos Saldanha,6.3,72209,Rio 2,PE,2014,101.0,Comedy,130000000.0,131538435.0,361307856.0,362846291.0,2.7911253153846154
1082,tt3469440,David Lam,5.4,612,Z Storm,XWW,2014,92.0,Action,7000000.0,0.0,2053330.0,-4946670.0,-0.7066671428571428
1082,tt3469440,David Lam,5.4,612,Z Storm,XWW,2014,92.0,Crime,7000000.0,0.0,2053330.0,-4946670.0,-0.7066671428571428
1083,tt3393372,Chad Zuver,5.3,277,Night of the Living Dead,US,2014,79.0,Horror,4200000.0,5835247.0,0.0,1635247.0,0.38934452380952383
1084,tt4097114,Ross Whitaker,7.2,48,Unbreakable,GB,2014,80.0,Adventure,73243106.0,94999143.0,153100000.0,174856037.0,2.387337819889834
1084,tt4097114,Ross Whitaker,7.2,48,Unbreakable,GB,2014,80.0,Biography,73243106.0,94999143.0,153100000.0,174856037.0,2.387337819889834
1084,tt4097114,Ross Whitaker,7.2,48,Unbreakable,GB,2014,80.0,Documentary,73243106.0,94999143.0,153100000.0,174856037.0,2.387337819889834
1085,tt3429014,Ho-Cheung Pang,6.2,566,Aberdeen,HK,2014,97.0,Family,6500000.0,64148.0,0.0,-6435852.0,-0.9901310769230769
1086,tt4219836,Mina T. Son,6.9,513,Top Spin,US,2014,80.0,Documentary,150000.0,5858.0,0.0,-144142.0,-0.9609466666666666
1087,tt2235108,Justin Simien,6.1,23321,Dear White People,PL,2014,108.0,Comedy,1250000.0,4404154.0,999617.0,4153771.0,3.3230168
1087,tt2235108,Justin Simien,6.1,23321,Dear White People,PL,2014,108.0,Drama,1250000.0,4404154.0,999617.0,4153771.0,3.3230168
1087,tt2235108,Justin Simien,6.1,23321,Dear White People,PL,2014,108.0,Romance,1250000.0,4404154.0,999617.0,4153771.0,3.3230168
1088,tt4224638,Murat Eroglu,6.6,16,Before Sunrise,TR,2014,70.0,Drama,2500000.0,5274005.0,416215.0,3190220.0,1.276088
1089,tt0365907,Scott Frank,6.5,105116,A Walk Among the Tombstones,RU,2014,114.0,Action,28000000.0,26017685.0,36090902.0,34108587.0,1.2181638214285715
1089,tt0365907,Scott Frank,6.5,105116,A Walk Among the Tombstones,RU,2014,114.0,Crime,28000000.0,26017685.0,36090902.0,34108587.0,1.2181638214285715
1089,tt0365907,Scott Frank,6.5,105116,A Walk Among the Tombstones,RU,2014,114.0,Drama,28000000.0,26017685.0,36090902.0,34108587.0,1.2181638214285715
1090,tt4105466,Simon Jaquemet,6.8,204,War,BG,2014,106.0,Drama,25000000.0,22486409.0,18200000.0,15686409.0,0.62745636
1091,tt4163946,Erica Milsom,8.7,22,Snow Day,US,2014,60.0,Action,13000000.0,60008303.0,2444624.0,49452927.0,3.8040713076923076
1091,tt4163946,Erica Milsom,8.7,22,Snow Day,US,2014,60.0,Documentary,13000000.0,60008303.0,2444624.0,49452927.0,3.8040713076923076
1091,tt4163946,Erica Milsom,8.7,22,Snow Day,US,2014,60.0,Drama,13000000.0,60008303.0,2444624.0,49452927.0,3.8040713076923076
1092,tt4653310,David Esbjornson,8.2,122,Driving Miss Daisy,AU,2014,100.0,Comedy,7500000.0,106593296.0,0.0,99093296.0,13.212439466666666
1092,tt4653310,David Esbjornson,8.2,122,Driving Miss Daisy,AU,2014,100.0,Drama,7500000.0,106593296.0,0.0,99093296.0,13.212439466666666
1093,tt4170206,Jay Abello,8.4,8,Red,PH,2014,107.0,Drama,60000000.0,90380162.0,106059531.0,136439693.0,2.273994883333333
1094,tt3469918,Edward Berger,7.3,900,Jack,RU,2014,103.0,Drama,45000000.0,58617334.0,0.0,13617334.0,0.3026074222222222
1095,tt4203258,Roberto Santiago,4.9,36,The Reaping,ES,2014,84.0,Comedy,40000000.0,25126214.0,37100000.0,22226214.0,0.55565535
1095,tt4203258,Roberto Santiago,4.9,36,The Reaping,ES,2014,84.0,Horror,40000000.0,25126214.0,37100000.0,22226214.0,0.55565535
1095,tt4203258,Roberto Santiago,4.9,36,The Reaping,ES,2014,84.0,Thriller,40000000.0,25126214.0,37100000.0,22226214.0,0.55565535
1096,tt3454828,David Batty,7.8,563,The Gospel of John,DE,2014,160.0,Drama,11000000.0,4068087.0,166268.0,-6765645.0,-0.6150586363636363
1098,tt2226178,Jun Falkenstein,7.0,59,The Jungle Book,IN,2014,64.0,Animation,175000000.0,364001123.0,598853424.0,787854547.0,4.502025982857143
1099,tt2239832,Tim Story,5.8,18533,Think Like a Man Too,PL,2014,106.0,Comedy,24000000.0,65028687.0,4999246.0,46027933.0,1.9178305416666668
1099,tt2239832,Tim Story,5.8,18533,Think Like a Man Too,PL,2014,106.0,Romance,24000000.0,65028687.0,4999246.0,46027933.0,1.9178305416666668
1100,tt4085696,Stephen Daldry,8.5,1109,Billy Elliot,BR,2014,169.0,Comedy,5000000.0,21995263.0,87258482.0,104253745.0,20.850749
1100,tt4085696,Stephen Daldry,8.5,1109,Billy Elliot,BR,2014,169.0,Drama,5000000.0,21995263.0,87258482.0,104253745.0,20.850749
1100,tt4085696,Stephen Daldry,8.5,1109,Billy Elliot,BR,2014,169.0,Music,5000000.0,21995263.0,87258482.0,104253745.0,20.850749
1101,tt3669462,József Gallai,5.6,308,Bodom,HU,2014,65.0,Horror,1250000.0,0.0,726460.0,-523540.0,-0.418832
1101,tt3669462,József Gallai,5.6,308,Bodom,HU,2014,65.0,Mystery,1250000.0,0.0,726460.0,-523540.0,-0.418832
1101,tt3669462,József Gallai,5.6,308,Bodom,HU,2014,65.0,Thriller,1250000.0,0.0,726460.0,-523540.0,-0.418832
1102,tt0831387,Gareth Edwards,6.4,350687,Godzilla,JP,2014,123.0,Action,160000000.0,200676069.0,328400000.0,369076069.0,2.30672543125
1102,tt0831387,Gareth Edwards,6.4,350687,Godzilla,JP,2014,123.0,Adventure,160000000.0,200676069.0,328400000.0,369076069.0,2.30672543125
1102,tt0831387,Gareth Edwards,6.4,350687,Godzilla,JP,2014,123.0,Sci-Fi,160000000.0,200676069.0,328400000.0,369076069.0,2.30672543125
1103,tt2262227,Jorge R. Gutiérrez,7.3,59486,The Book of Life,NL,2014,95.0,Adventure,50000000.0,50151543.0,47500000.0,47651543.0,0.95303086
1103,tt2262227,Jorge R. Gutiérrez,7.3,59486,The Book of Life,NL,2014,95.0,Animation,50000000.0,50151543.0,47500000.0,47651543.0,0.95303086
1103,tt2262227,Jorge R. Gutiérrez,7.3,59486,The Book of Life,NL,2014,95.0,Comedy,50000000.0,50151543.0,47500000.0,47651543.0,0.95303086
1104,tt0816692,Christopher Nolan,8.6,1299334,Interstellar,TR,2014,169.0,Adventure,165000000.0,188017894.0,478361481.0,501379375.0,3.038662878787879
1104,tt0816692,Christopher Nolan,8.6,1299334,Interstellar,TR,2014,169.0,Drama,165000000.0,188017894.0,478361481.0,501379375.0,3.038662878787879
1104,tt0816692,Christopher Nolan,8.6,1299334,Interstellar,TR,2014,169.0,Sci-Fi,165000000.0,188017894.0,478361481.0,501379375.0,3.038662878787879
1105,tt2310332,Peter Jackson,7.4,438621,The Hobbit: The Battle of the Five Armies,SE,2014,144.0,Adventure,250000000.0,255119788.0,690457833.0,695577621.0,2.782310484
1105,tt2310332,Peter Jackson,7.4,438621,The Hobbit: The Battle of the Five Armies,SE,2014,144.0,Fantasy,250000000.0,255119788.0,690457833.0,695577621.0,2.782310484
1106,tt3713166,Levan Gabriadze,5.6,62043,Unfriended,IT,2014,83.0,Horror,1000000.0,32789645.0,31574553.0,63364198.0,63.364198
1106,tt3713166,Levan Gabriadze,5.6,62043,Unfriended,IT,2014,83.0,Mystery,1000000.0,32789645.0,31574553.0,63364198.0,63.364198
1106,tt3713166,Levan Gabriadze,5.6,62043,Unfriended,IT,2014,83.0,Thriller,1000000.0,32789645.0,31574553.0,63364198.0,63.364198
1107,tt3566920,Ira Farmer,3.8,5,The Other Side of the Door,US,2014,90.0,Drama,5000000.0,3000342.0,9904765.0,7905107.0,1.5810214
1108,tt2305051,Jean-Marc Vallée,7.1,110138,Wild,LV,2014,115.0,Adventure,15000000.0,37880356.0,14580187.0,37460543.0,2.4973695333333334
1108,tt2305051,Jean-Marc Vallée,7.1,110138,Wild,LV,2014,115.0,Biography,15000000.0,37880356.0,14580187.0,37460543.0,2.4973695333333334
1108,tt2305051,Jean-Marc Vallée,7.1,110138,Wild,LV,2014,115.0,Drama,15000000.0,37880356.0,14580187.0,37460543.0,2.4973695333333334
1109,tt3569356,Shane Dawson,4.5,5089,Not Cool,RU,2014,93.0,Comedy,800000.0,35688.0,0.0,-764312.0,-0.95539
1109,tt3569356,Shane Dawson,4.5,5089,Not Cool,RU,2014,93.0,Drama,800000.0,35688.0,0.0,-764312.0,-0.95539
1109,tt3569356,Shane Dawson,4.5,5089,Not Cool,RU,2014,93.0,Romance,800000.0,35688.0,0.0,-764312.0,-0.95539
1110,tt2304459,Dylan Baker,6.5,1567,23 Blast,US,2014,98.0,Drama,1000000.0,549185.0,0.0,-450815.0,-0.450815
1110,tt2304459,Dylan Baker,6.5,1567,23 Blast,US,2014,98.0,Family,1000000.0,549185.0,0.0,-450815.0,-0.450815
1110,tt2304459,Dylan Baker,6.5,1567,23 Blast,US,2014,98.0,Sport,1000000.0,549185.0,0.0,-450815.0,-0.450815
1111,tt2267998,David Fincher,8.1,761592,Gone Girl,BG,2014,149.0,Drama,61000000.0,167767189.0,200800000.0,307567189.0,5.042085065573771
1111,tt2267998,David Fincher,8.1,761592,Gone Girl,BG,2014,149.0,Mystery,61000000.0,167767189.0,200800000.0,307567189.0,5.042085065573771
1111,tt2267998,David Fincher,8.1,761592,Gone Girl,BG,2014,149.0,Thriller,61000000.0,167767189.0,200800000.0,307567189.0,5.042085065573771
1112,tt2295722,Ernie Barbarash,5.8,6955,Falcon Rising,HU,2014,103.0,Action,4500000.0,11774.0,0.0,-4488226.0,-0.9973835555555556
1112,tt2295722,Ernie Barbarash,5.8,6955,Falcon Rising,HU,2014,103.0,Adventure,4500000.0,11774.0,0.0,-4488226.0,-0.9973835555555556
1113,tt2294449,Christopher Miller,7.0,319504,22 Jump Street,CL,2014,112.0,Action,50000000.0,191719337.0,139614539.0,281333876.0,5.62667752
1113,tt2294449,Christopher Miller,7.0,319504,22 Jump Street,CL,2014,112.0,Comedy,50000000.0,191719337.0,139614539.0,281333876.0,5.62667752
1113,tt2294449,Christopher Miller,7.0,319504,22 Jump Street,CL,2014,112.0,Crime,50000000.0,191719337.0,139614539.0,281333876.0,5.62667752
1115,tt3591950,Chao Wang,5.5,44,Fantasia,CN,2014,86.0,Drama,2280000.0,83320000.0,0.0,81040000.0,35.54385964912281
1116,tt3612616,Xavier Dolan,8.1,43020,Mommy,FI,2014,139.0,Drama,4900000.0,3498695.0,14037309.0,12636004.0,2.5787763265306123
1117,tt3687104,Christopher Wilkinson,7.7,21,Virtuosity,US,2014,87.0,Biography,30000000.0,23998226.0,0.0,-6001774.0,-0.20005913333333333
1117,tt3687104,Christopher Wilkinson,7.7,21,Virtuosity,US,2014,87.0,Documentary,30000000.0,23998226.0,0.0,-6001774.0,-0.20005913333333333
1117,tt3687104,Christopher Wilkinson,7.7,21,Virtuosity,US,2014,87.0,Music,30000000.0,23998226.0,0.0,-6001774.0,-0.20005913333333333
1118,tt2281587,James Bobin,6.4,29018,Muppets Most Wanted,GR,2014,107.0,Adventure,55000000.0,51178893.0,28133408.0,24312301.0,0.44204183636363636
1118,tt2281587,James Bobin,6.4,29018,Muppets Most Wanted,GR,2014,107.0,Comedy,55000000.0,51178893.0,28133408.0,24312301.0,0.44204183636363636
1118,tt2281587,James Bobin,6.4,29018,Muppets Most Wanted,GR,2014,107.0,Crime,55000000.0,51178893.0,28133408.0,24312301.0,0.44204183636363636
1119,tt2278388,Wes Anderson,8.1,633604,The Grand Budapest Hotel,HU,2014,99.0,Adventure,31000000.0,59076019.0,104905242.0,132981261.0,4.289718096774194
1119,tt2278388,Wes Anderson,8.1,633604,The Grand Budapest Hotel,HU,2014,99.0,Comedy,31000000.0,59076019.0,104905242.0,132981261.0,4.289718096774194
1119,tt2278388,Wes Anderson,8.1,633604,The Grand Budapest Hotel,HU,2014,99.0,Crime,31000000.0,59076019.0,104905242.0,132981261.0,4.289718096774194
1120,tt2262157,Michelle Joy,6.2,146,Sunday,NZ,2014,71.0,Drama,450000.0,410919.0,39430.0,349.0,0.0007755555555555556
1120,tt2262157,Michelle Joy,6.2,146,Sunday,NZ,2014,71.0,Romance,450000.0,410919.0,39430.0,349.0,0.0007755555555555556
1122,tt2316801,Christophe Gans,6.4,18100,Beauty and the Beast,MX,2014,112.0,Drama,160000000.0,504014165.0,755185541.0,1099199706.0,6.8699981625
1122,tt2316801,Christophe Gans,6.4,18100,Beauty and the Beast,MX,2014,112.0,Fantasy,160000000.0,504014165.0,755185541.0,1099199706.0,6.8699981625
1122,tt2316801,Christophe Gans,6.4,18100,Beauty and the Beast,MX,2014,112.0,Romance,160000000.0,504014165.0,755185541.0,1099199706.0,6.8699981625
1123,tt3797214,Jung-bum Park,6.8,44,Alive,KR,2014,179.0,Drama,32000000.0,36299670.0,0.0,4299670.0,0.1343646875
1124,tt4080028,Houman Seyyedi,6.3,535,Thirteen,XWW,2014,100.0,Drama,2000000.0,4601043.0,4904953.0,7505996.0,3.752998
1125,tt3474788,Tom Collins,7.5,489,The Gift,XWW,2014,113.0,Action,10000000.0,12008642.0,32558964.0,34567606.0,3.4567606
1125,tt3474788,Tom Collins,7.5,489,The Gift,XWW,2014,113.0,Drama,10000000.0,12008642.0,32558964.0,34567606.0,3.4567606
1125,tt3474788,Tom Collins,7.5,489,The Gift,XWW,2014,113.0,Thriller,10000000.0,12008642.0,32558964.0,34567606.0,3.4567606
1126,tt2245084,Don Hall,7.8,371204,Big Hero 6,LT,2014,102.0,Action,165000000.0,222527828.0,429600000.0,487127828.0,2.952289866666667
1126,tt2245084,Don Hall,7.8,371204,Big Hero 6,LT,2014,102.0,Adventure,165000000.0,222527828.0,429600000.0,487127828.0,2.952289866666667
1126,tt2245084,Don Hall,7.8,371204,Big Hero 6,LT,2014,102.0,Animation,165000000.0,222527828.0,429600000.0,487127828.0,2.952289866666667
1127,tt3485166,Seok-hoon Lee,6.6,2387,Pirates,NL,2014,130.0,Action,40000000.0,1641825.0,4700000.0,-33658175.0,-0.841454375
1127,tt3485166,Seok-hoon Lee,6.6,2387,Pirates,NL,2014,130.0,Adventure,40000000.0,1641825.0,4700000.0,-33658175.0,-0.841454375
1127,tt3485166,Seok-hoon Lee,6.6,2387,Pirates,NL,2014,130.0,Comedy,40000000.0,1641825.0,4700000.0,-33658175.0,-0.841454375
1128,tt3504048,Gerard Johnstone,6.8,29757,Housebound,NZ,2014,107.0,Comedy,1500000.0,0.0,236863.0,-1263137.0,-0.8420913333333333
1128,tt3504048,Gerard Johnstone,6.8,29757,Housebound,NZ,2014,107.0,Horror,1500000.0,0.0,236863.0,-1263137.0,-0.8420913333333333
1128,tt3504048,Gerard Johnstone,6.8,29757,Housebound,NZ,2014,107.0,Mystery,1500000.0,0.0,236863.0,-1263137.0,-0.8420913333333333
1130,tt4003774,Blair Treu,6.9,1897,Meet the Mormons,RU,2014,78.0,Documentary,2000000.0,6047363.0,1808.0,4049171.0,2.0245855
1132,tt2246526,Catherine Gund,6.7,47,Born to Fly: Elizabeth Streb vs. Gravity,US,2014,82.0,Action,500000.0,1822.0,0.0,-498178.0,-0.996356
1132,tt2246526,Catherine Gund,6.7,47,Born to Fly: Elizabeth Streb vs. Gravity,US,2014,82.0,Biography,500000.0,1822.0,0.0,-498178.0,-0.996356
1132,tt2246526,Catherine Gund,6.7,47,Born to Fly: Elizabeth Streb vs. Gravity,US,2014,82.0,Documentary,500000.0,1822.0,0.0,-498178.0,-0.996356
1133,tt2247476,Thomas Carter,6.7,14498,When the Game Stands Tall,HU,2014,115.0,Drama,15000000.0,30127963.0,10949.0,15138912.0,1.0092608
1133,tt2247476,Thomas Carter,6.7,14498,When the Game Stands Tall,HU,2014,115.0,Family,15000000.0,30127963.0,10949.0,15138912.0,1.0092608
1133,tt2247476,Thomas Carter,6.7,14498,When the Game Stands Tall,HU,2014,115.0,Sport,15000000.0,30127963.0,10949.0,15138912.0,1.0092608
1134,tt3508850,Jos de Putter,7.3,54,See No Evil,NL,2014,75.0,Documentary,8000000.0,15032800.0,3795236.0,10828036.0,1.3535045
1135,tt3523348,Jeremy Whittaker,7.8,36,Destiny,JM,2014,105.0,Drama,750000.0,0.0,450.0,-749550.0,-0.9994
1135,tt3523348,Jeremy Whittaker,7.8,36,Destiny,JM,2014,105.0,Music,750000.0,0.0,450.0,-749550.0,-0.9994
1135,tt3523348,Jeremy Whittaker,7.8,36,Destiny,JM,2014,105.0,Romance,750000.0,0.0,450.0,-749550.0,-0.9994
1136,tt2333784,Patrick Hughes,6.1,156432,The Expendables 3,CL,2014,126.0,Action,100000000.0,39322544.0,170138834.0,109461378.0,1.09461378
1136,tt2333784,Patrick Hughes,6.1,156432,The Expendables 3,CL,2014,126.0,Adventure,100000000.0,39322544.0,170138834.0,109461378.0,1.09461378
1136,tt2333784,Patrick Hughes,6.1,156432,The Expendables 3,CL,2014,126.0,Thriller,100000000.0,39322544.0,170138834.0,109461378.0,1.09461378
